0,0,0,0,0,0,0,1
0.00023985,0,0,0,0,0,0,1
0.00047969,0,0,0,0,0,0,1
0.00071954,0,0,0,0,0,0,1
0.00095939,0,0,0,0,0,0,1
0.0011992,0,0,0,0,0,0,1
0.0014391,0,0,0,0,0,0,1
0.0016789,0,0,0,0,0,0,1
0.0019188,0,0,0,0,0,0,1
0.0021586,0,0,0,0,0,0,1
0.0033124,0,0,0,0,0,0,1
0.0044661,0,0,0,0,0,0,1
0.0056198,0,0,0,0,0,0,1
0.0067735,0,0,0,0,0,0,1
0.0079273,0,0,0,0,0,0,1
0.009081,0,0,0,0,0,0,1
0.010235,0,0,0,0,0,0,1
0.011388,0,0,0,0,0,0,1
0.012542,0,0,0,0,0,0,1
0.01301,0,0,0,0,0,0,1
0.013478,0,0,0,0,0,0,1
0.013945,0,0,0,0,0,0,1
0.014413,0,0,0,0,0,0,1
0.014881,0,0,0,0,0,0,1
0.015349,0,0,0,0,0,0,1
0.015817,0,0,0,0,0,0,1
0.016284,0,0,0,0,0,0,1
0.016752,0,0,0,0,0,0,1
0.017906,0,0,0,0,0,0,1
0.01906,0,0,0,0,0,0,1
0.020213,0,0,0,0,0,0,1
0.021367,0,0,0,0,0,0,1
0.022521,0,0,0,0,0,0,1
0.023675,0,0,0,0,0,0,1
0.024828,0,0,0,0,0,0,1
0.025982,0,0,0,0,0,0,1
0.027136,0,0,0,0,0,0,1
0.027628,0,0,0,0,0,0,1
0.02812,0,0,0,0,0,0,1
0.028612,0,0,0,0,0,0,1
0.029104,0,0,0,0,0,0,1
0.029596,0,0,0,0,0,0,1
0.030088,0,0,0,0,0,0,1
0.03058,0,0,0,0,0,0,1
0.031073,0,0,0,0,0,0,1
0.031565,0,0,0,0,0,0,1
0.032718,0,0,0,0,0,0,1
0.033872,0,0,0,0,0,0,1
0.035026,0,0,0,0,0,0,1
0.03618,0,0,0,0,0,0,1
0.037333,0,0,0,0,0,0,1
0.038487,0,0,0,0,0,0,1
0.039641,0,0,0,0,0,0,1
0.040795,0,0,0,0,0,0,1
0.041948,0,0,0,0,0,0,1
0.042405,0,0,0,0,0,0,1
0.042862,0,0,0,0,0,0,1
0.043319,0,0,0,0,0,0,1
0.043776,0,0,0,0,0,0,1
0.044233,0,0,0,0,0,0,1
0.04469,0,0,0,0,0,0,1
0.045147,0,0,0,0,0,0,1
0.045604,0,0,0,0,0,0,1
0.046061,0,0,0,0,0,0,1
0.047215,0,0,0,0,0,0,1
0.048369,0,0,0,0,0,0,1
0.049522,0,0,0,0,0,0,1
0.050676,0,0,0,0,0,0,1
0.05183,0,0,0,0,0,0,1
0.052983,0,0,0,0,0,0,1
0.054137,0,0,0,0,0,0,1
0.055291,0,0,0,0,0,0,1
0.056445,0,0,0,0,0,0,1
0.056921,0,0,0,0,0,0,1
0.057397,0,0,0,0,0,0,1
0.057873,0,0,0,0,0,0,1
0.058349,0,0,0,0,0,0,1
0.058825,0,0,0,0,0,0,1
0.059301,0,0,0,0,0,0,1
0.059777,0,0,0,0,0,0,1
0.060253,0,0,0,0,0,0,1
0.060729,0,0,0,0,0,0,1
0.061883,0,0,0,0,0,0,1
0.063037,0,0,0,0,0,0,1
0.06419,0,0,0,0,0,0,1
0.065344,0,0,0,0,0,0,1
0.066498,0,0,0,0,0,0,1
0.067651,0,0,0,0,0,0,1
0.068805,0,0,0,0,0,0,1
0.069959,0,0,0,0,0,0,1
0.071113,0,0,0,0,0,0,1
0.071611,0,0,0,0,0,0,1
0.072109,0,0,0,0,0,0,1
0.072607,0,0,0,0,0,0,1
0.073105,0,0,0,0,0,0,1
0.073603,0,0,0,0,0,0,1
0.074101,0,0,0,0,0,0,1
0.0746,0,0,0,0,0,0,1
0.075098,0,0,0,0,0,0,1
0.075596,0,0,0,0,0,0,1
0.076749,0,0,0,0,0,0,1
0.077903,0,0,0,0,0,0,1
0.079057,0,0,0,0,0,0,1
0.080211,0,0,0,0,0,0,1
0.081364,0,0,0,0,0,0,1
0.082518,0,0,0,0,0,0,1
0.083672,0,0,0,0,0,0,1
0.084826,0,0,0,0,0,0,1
0.085979,0,0,0,0,0,0,1
0.086513,0,0,0,0,0,0,1
0.087047,0,0,0,0,0,0,1
0.087581,0,0,0,0,0,0,1
0.088115,0,0,0,0,0,0,1
0.088649,0,0,0,0,0,0,1
0.089183,0,0,0,0,0,0,1
0.089717,0,0,0,0,0,0,1
0.090251,0,0,0,0,0,0,1
0.090785,0,0,0,0,0,0,1
0.091939,0,0,0,0,0,0,1
0.093093,0,0,0,0,0,0,1
0.094247,0,0,0,0,0,0,1
0.0954,0,0,0,0,0,0,1
0.096554,0,0,0,0,0,0,1
0.097708,0,0,0,0,0,0,1
0.098861,0,0,0,0,0,0,1
0.10002,0,0,0,0,0,0,1
0.10117,0,0,0,0,0,0,1
0.10165,0,0,0,0,0,0,1
0.10213,0,0,0,0,0,0,1
0.10261,0,0,0,0,0,0,1
0.10309,0,0,0,0,0,0,1
0.10357,0,0,0,0,0,0,1
0.10405,0,0,0,0,0,0,1
0.10453,0,0,0,0,0,0,1
0.10501,0,0,0,0,0,0,1
0.10549,0,0,0,0,0,0,1
0.10664,0,0,0,0,0,0,1
0.1078,0,0,0,0,0,0,1
0.10895,0,0,0,0,0,0,1
0.1101,0,0,0,0,0,0,1
0.11126,0,0,0,0,0,0,1
0.11241,0,0,0,0,0,0,1
0.11356,0,0,0,0,0,0,1
0.11472,0,0,0,0,0,0,1
0.11587,0,0,0,0,0,0,1
0.11634,0,0,0,0,0,0,1
0.1168,0,0,0,0,0,0,1
0.11727,0,0,0,0,0,0,1
0.11773,0,0,0,0,0,0,1
0.1182,0,0,0,0,0,0,1
0.11866,0,0,0,0,0,0,1
0.11913,0,0,0,0,0,0,1
0.11959,0,0,0,0,0,0,1
0.12006,0,0,0,0,0,0,1
0.12121,0,0,0,0,0,0,1
0.12237,0,0,0,0,0,0,1
0.12352,0,0,0,0,0,0,1
0.12467,0,0,0,0,0,0,1
0.12583,0,0,0,0,0,0,1
0.12698,0,0,0,0,0,0,1
0.12813,0,0,0,0,0,0,1
0.12929,0,0,0,0,0,0,1
0.13044,0,0,0,0,0,0,1
0.1309,0,0,0,0,0,0,1
0.13137,0,0,0,0,0,0,1
0.13183,0,0,0,0,0,0,1
0.13229,0,0,0,0,0,0,1
0.13275,0,0,0,0,0,0,1
0.13321,0,0,0,0,0,0,1
0.13368,0,0,0,0,0,0,1
0.13414,0,0,0,0,0,0,1
0.1346,0,0,0,0,0,0,1
0.13575,0,0,0,0,0,0,1
0.13691,0,0,0,0,0,0,1
0.13806,0,0,0,0,0,0,1
0.13921,0,0,0,0,0,0,1
0.14037,0,0,0,0,0,0,1
0.14152,0,0,0,0,0,0,1
0.14268,0,0,0,0,0,0,1
0.14383,0,0,0,0,0,0,1
0.14498,0,0,0,0,0,0,1
0.14545,0,0,0,0,0,0,1
0.14592,0,0,0,0,0,0,1
0.14639,0,0,0,0,0,0,1
0.14686,0,0,0,0,0,0,1
0.14734,0,0,0,0,0,0,1
0.14781,0,0,0,0,0,0,1
0.14828,0,0,0,0,0,0,1
0.14875,0,0,0,0,0,0,1
0.14922,0,0,0,0,0,0,1
0.15037,0,0,0,0,0,0,1
0.15153,0,0,0,0,0,0,1
0.15268,0,0,0,0,0,0,1
0.15383,0,0,0,0,0,0,1
0.15499,0,0,0,0,0,0,1
0.15614,0,0,0,0,0,0,1
0.15729,0,0,0,0,0,0,1
0.15845,0,0,0,0,0,0,1
