COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56469","STARLINK-5518","PAYLOAD","U","23064X","2023-10-11 10:55:07","936608","14.99312111","0.0002827","70","184.0429","273.0486","87.035","0","999","2424","-0.000059251","-0.00000819","0","4030951","0 STARLINK-5518","1 56469U 23064X   23284.45495297 -.00000819  00000-0 -59251-4 0  9995","2 56469  70.0000 184.0429 0002827 273.0486  87.0350 14.99312111 24243","2023-064X","56469","6947.157","96.044","570.986","567.058","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56469","STARLINK-5518","PAYLOAD","U","23064X","2023-10-11 10:55:07","936608","14.99312111","0.0002827","70","184.0429","273.0486","87.035","0","999","2388","-0.000059251","-0.00000819","0","4031093","0 STARLINK-5518","1 56469U 23064X   23284.45495297 -.00000819  00000-0 -59251-4 0  9995","2 56469  70.0000 184.0429 0002827 273.0486  87.0350 14.99312111 23882","2023-064X","56469","6947.157","96.044","570.986","567.058","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49174","STARLINK-3047","PAYLOAD","U","21082AW","2023-10-11 12:30:35","482464","15.0000849","0.0002788","70","333.1813","307.2435","52.847","0","999","11581","0.0008516","0.00010535","0","4031093","0 STARLINK-3047","1 49174U 21082AW  23284.52124401  .00010535  00000-0  85160-3 0  9993","2 49174  70.0000 333.1813 0002788 307.2435  52.8470 15.00008490115814","2021-082AW","49174","6945.007","95.999","568.808","564.936","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49146","STARLINK-3116","PAYLOAD","U","21082S","2023-10-11 13:48:27","273888","14.98333011","0.0002803","70","333.5435","270.6034","89.4804","0","999","11579","0.000023613","0.00000189","0","4031093","0 STARLINK-3116","1 49146U 21082S   23284.57531567  .00000189  00000-0  23613-4 0  9992","2 49146  70.0000 333.5435 0002803 270.6034  89.4804 14.98333011115793","2021-082S","49146","6950.184","96.107","573.997","570.100","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49143","STARLINK-3109","PAYLOAD","U","21082P","2023-10-11 13:54:28","15488","14.98329893","0.0002793","70","333.5331","265.7061","94.3778","0","999","11575","-0.000019299","-0.00000323","0","4031093","0 STARLINK-3109","1 49143U 21082P   23284.57949092 -.00000323  00000-0 -19299-4 0  9992","2 49143  70.0000 333.5331 0002793 265.7061  94.3778 14.98329893115752","2021-082P","49143","6950.193","96.107","573.999","570.117","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55421","STARLINK-5598","PAYLOAD","U","23014AG","2023-10-11 14:24:20","359296","14.98325921","0.0002554","70","143.4648","261.085","99.002","0","999","3973","0.000043392","0.00000425","0","4031093","0 STARLINK-5598","1 55421U 23014AG  23284.60023564  .00000425  00000-0  43392-4 0  9998","2 55421  70.0000 143.4648 0002554 261.0850  99.0020 14.98325921 39730","2023-014AG","55421","6950.206","96.107","573.846","570.295","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55637","STARLINK-5062","PAYLOAD","U","23021K","2023-10-11 15:02:05","236800","14.9830391","0.0002687","70","243.5167","277.3908","82.6946","0","999","3666","0.00031853","0.00003707","0","4031379","0 STARLINK-5062","1 55637U 23021K   23284.62644950  .00003707  00000-0  31853-3 0  9999","2 55637  70.0000 243.5167 0002687 277.3908  82.6946 14.98303910 36666","2023-021K","55637","6950.274","96.109","574.006","570.271","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55293","STARLINK-5287","PAYLOAD","U","23010AA","2023-10-11 18:05:38","683680","14.98328487","0.0002923","70","83.0761","270.7396","89.3428","0","999","4116","-0.000028498","-0.00000433","0","4031351","0 STARLINK-5287","1 55293U 23010AA  23284.75391995 -.00000433  00000-0 -28498-4 0  9994","2 55293  70.0000  83.0761 0002923 270.7396  89.3428 14.98328487 41168","2023-010AA","55293","6950.198","96.107","574.094","570.031","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55315","STARLINK-4623","PAYLOAD","U","23010AY","2023-10-11 18:11:39","234336","14.98329226","0.0003002","70","83.0903","270.2875","89.794","0","999","4116","-0.000018247","-0.00000311","0","4031187","0 STARLINK-4623","1 55315U 23010AY  23284.75809299 -.00000311  00000-0 -18247-4 0  9996","2 55315  70.0000  83.0903 0003002 270.2875  89.7940 14.98329226 41162","2023-010AY","55315","6950.195","96.107","574.147","569.974","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55413","STARLINK-5060","PAYLOAD","U","23014Y","2023-10-11 18:30:40","326048","14.98326001","0.0002848","70","142.8573","273.2622","86.8212","0","999","3882","0.0000039731","-0.00000046","0","4031223","0 STARLINK-5060","1 55413U 23014Y   23284.77130007 -.00000046  00000-0  39731-5 0  9991","2 55413  70.0000 142.8573 0002848 273.2622  86.8212 14.98326001 38825","2023-014Y","55413","6950.205","96.107","574.050","570.091","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56496","STARLINK-5526","PAYLOAD","U","23064BA","2023-10-11 18:42:51","583680","15.69919901","0.0002946","70","172.1513","272.9422","87.1437","0","999","2455","0.000025004","0.00002794","0","4031315","0 STARLINK-5526","1 56496U 23064BA  23284.77976370  .00002794  00000-0  25004-4 0  9997","2 56496  70.0000 172.1513 0002946 272.9422  87.1437 15.69919901 24554","2023-064BA","56496","6737.263","91.724","361.113","357.143","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55414","STARLINK-5620","PAYLOAD","U","23014Z","2023-10-11 18:54:42","844032","14.98324746","0.0002861","70","142.9156","269.7202","90.3629","0","999","3976","-0.00001788","-0.00000306","0","4031223","0 STARLINK-5620","1 55414U 23014Z   23284.78799588 -.00000306  00000-0 -17880-4 0  9998","2 55414  70.0000 142.9156 0002861 269.7202  90.3629 14.98324746 39763","2023-014Z","55414","6950.209","96.107","574.063","570.086","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56485","STARLINK-6210","PAYLOAD","U","23064AP","2023-10-11 19:01:23","206080","14.98321391","0.0002695","70","182.8087","272.0494","88.0357","0","999","2430","0.000080891","0.00000872","0","4031326","0 STARLINK-6210","1 56485U 23064AP  23284.79262970  .00000872  00000-0  80891-4 0  9991","2 56485  70.0000 182.8087 0002695 272.0494  88.0357 14.98321391 24302","2023-064AP","56485","6950.220","96.108","573.958","570.211","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55419","STARLINK-5629","PAYLOAD","U","23014AE","2023-10-11 23:49:07","972032","14.98309826","0.0002754","70","142.4254","259.9888","100.0961","0","999","3885","0.00028392","0.00003295","0","4031477","0 STARLINK-5629","1 55419U 23014AE  23284.99245338  .00003295  00000-0  28392-3 0  9992","2 55419  70.0000 142.4254 0002754 259.9888 100.0961 14.98309826 38853","2023-014AE","55419","6950.255","96.108","574.034","570.206","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55432","STARLINK-5637","PAYLOAD","U","23014AT","2023-10-12 02:01:39","94464","14.98331422","0.0002947","70","162.2044","264.9334","95.1488","0","999","3837","0.00012796","0.00001434","0","4031471","0 STARLINK-5637","1 55432U 23014AT  23285.08448026  .00001434  00000-0  12796-3 0  9991","2 55432  70.0000 162.2044 0002947 264.9334  95.1488 14.98331422 38373","2023-014AT","55432","6950.188","96.107","574.102","570.005","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55432","STARLINK-5637","PAYLOAD","U","23014AT","2023-10-12 02:01:39","94464","14.98331422","0.0002947","70","162.2044","264.9334","95.1488","0","999","3931","0.00012796","0.00001434","0","4031907","0 STARLINK-5637","1 55432U 23014AT  23285.08448026  .00001434  00000-0  12796-3 0  9991","2 55432  70.0000 162.2044 0002947 264.9334  95.1488 14.98331422 39318","2023-014AT","55432","6950.188","96.107","574.102","570.005","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56487","STARLINK-6196","PAYLOAD","U","23064AR","2023-10-12 02:22:40","865376","15.6991637","0.000309","70","171.2612","264.0659","96.0185","0","999","2460","-0.000039145","-0.00004915","0","4031613","0 STARLINK-6196","1 56487U 23064AR  23285.09908409 -.00004915  00000-0 -39145-4 0  9991","2 56487  70.0000 171.2612 0003090 264.0659  96.0185 15.69916370 24601","2023-064AR","56487","6737.273","91.725","361.220","357.056","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56487","STARLINK-6196","PAYLOAD","U","23064AR","2023-10-12 02:22:40","865376","15.6991637","0.000309","70","171.2612","264.0659","96.0185","0","999","2425","-0.000039145","-0.00004915","0","4031907","0 STARLINK-6196","1 56487U 23064AR  23285.09908409 -.00004915  00000-0 -39145-4 0  9991","2 56487  70.0000 171.2612 0003090 264.0659  96.0185 15.69916370 24252","2023-064AR","56487","6737.273","91.725","361.220","357.056","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56472","STARLINK-5038","PAYLOAD","U","23064AA","2023-10-12 02:32:18","457152","14.986447","0.0002852","70","182.3","261.9471","98.1365","0","999","2434","-0.0047337","-0.0005658","0","4031648","0 STARLINK-5038","1 56472U 23064AA  23285.10576918 -.00056580  00000-0 -47337-2 0  9998","2 56472  70.0000 182.3000 0002852 261.9471  98.1365 14.98644700 24342","2023-064AA","56472","6949.220","96.087","573.067","569.103","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56474","STARLINK-5524","PAYLOAD","U","23064AC","2023-10-12 02:50:27","98880","14.98743376","0.0003019","70","182.3441","269.7753","90.306","0","999","2434","-0.0053549","-0.00064089","0","4031648","0 STARLINK-5524","1 56474U 23064AC  23285.11836920 -.00064089  00000-0 -53549-2 0  9998","2 56474  70.0000 182.3441 0003019 269.7753  90.3060 14.98743376 24343","2023-064AC","56474","6948.915","96.080","572.878","568.682","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56481","STARLINK-6222","PAYLOAD","U","23064AK","2023-10-12 03:20:05","187552","14.98335319","0.0002722","70","182.0123","268.5736","91.5111","0","999","2435","-0.000036301","-0.00000526","0","4031595","0 STARLINK-6222","1 56481U 23064AK  23285.13894893 -.00000526  00000-0 -36301-4 0  9996","2 56481  70.0000 182.0123 0002722 268.5736  91.5111 14.98335319 24358","2023-064AK","56481","6950.176","96.107","573.933","570.150","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56481","STARLINK-6222","PAYLOAD","U","23064AK","2023-10-12 03:20:05","187552","14.98335319","0.0002722","70","182.0123","268.5736","91.5111","0","999","2399","-0.000036301","-0.00000526","0","4031907","0 STARLINK-6222","1 56481U 23064AK  23285.13894893 -.00000526  00000-0 -36301-4 0  9996","2 56481  70.0000 182.0123 0002722 268.5736  91.5111 14.98335319 23997","2023-064AK","56481","6950.176","96.107","573.933","570.150","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49146","STARLINK-3116","PAYLOAD","U","21082S","2023-10-12 04:13:39","654624","14.98342624","0.0002514","70","332.0288","265.5254","94.5618","0","999","11589","-0.0001209","-0.00001536","0","4031509","0 STARLINK-3116","1 49146U 21082S   23285.17615341 -.00001536  00000-0 -12090-3 0  9997","2 49146  70.0000 332.0288 0002514 265.5254  94.5618 14.98342624115890","2021-082S","49146","6950.154","96.106","573.766","570.272","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55779","STARLINK-5817","PAYLOAD","U","23028AQ","2023-10-12 05:03:32","754528","14.98327581","0.0002904","70","261.7318","266.5311","93.5516","0","999","3529","0.000079168","0.00000852","0","4031467","0 STARLINK-5817","1 55779U 23028AQ  23285.21079577  .00000852  00000-0  79168-4 0  9996","2 55779  70.0000 261.7318 0002904 266.5311  93.5516 14.98327581 35295","2023-028AQ","55779","6950.200","96.107","574.084","570.047","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55773","STARLINK-5833","PAYLOAD","U","23028AJ","2023-10-12 09:28:30","793440","14.98325803","0.0002391","70","281.4514","257.8639","102.2253","0","999","3482","-0.000003812","-0.00000138","0","4031907","0 STARLINK-5833","1 55773U 23028AJ  23285.39480085 -.00000138  00000-0 -38120-5 0  9992","2 55773  70.0000 281.4514 0002391 257.8639 102.2253 14.98325803 34821","2023-028AJ","55773","6950.206","96.107","573.733","570.409","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56477","STARLINK-5534","PAYLOAD","U","23064AF","2023-10-12 09:56:38","280480","14.98336418","0.0002655","70","181.3686","271.089","88.9965","0","999","2403","-0.00012531","-0.00001588","0","4031907","0 STARLINK-5534","1 56477U 23064AF  23285.41433195 -.00001588  00000-0 -12531-3 0  9993","2 56477  70.0000 181.3686 0002655 271.0890  88.9965 14.98336418 24037","2023-064AF","56477","6950.173","96.107","573.883","570.193","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56790","STARLINK-6345","PAYLOAD","U","23078Z","2023-10-12 10:15:16","655904","15.69918008","0.0003208","70","36.1227","280.0249","80.0585","0","999","2136","0.000021713","0.00002398","0","4031763","0 STARLINK-6345","1 56790U 23078Z   23285.42727611  .00002398  00000-0  21713-4 0  9997","2 56790  70.0000  36.1227 0003208 280.0249  80.0585 15.69918008 21360","2023-078Z","56790","6737.269","91.725","361.295","356.972","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56790","STARLINK-6345","PAYLOAD","U","23078Z","2023-10-12 10:15:16","655904","15.69918008","0.0003208","70","36.1227","280.0249","80.0585","0","999","2110","0.000021713","0.00002398","0","4031907","0 STARLINK-6345","1 56790U 23078Z   23285.42727611  .00002398  00000-0  21713-4 0  9997","2 56790  70.0000  36.1227 0003208 280.0249  80.0585 15.69918008 21102","2023-078Z","56790","6737.269","91.725","361.295","356.972","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56773","STARLINK-6296","PAYLOAD","U","23078G","2023-10-12 10:16:56","629344","15.69920934","0.0003292","70","36.1272","270.9628","89.1191","0","999","2136","0.000036577","0.00004187","0","4031786","0 STARLINK-6296","1 56773U 23078G   23285.42843321  .00004187  00000-0  36577-4 0  9997","2 56773  70.0000  36.1272 0003292 270.9628  89.1191 15.69920934 21367","2023-078G","56773","6737.260","91.724","361.343","356.907","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56773","STARLINK-6296","PAYLOAD","U","23078G","2023-10-12 10:16:56","629344","15.69920934","0.0003292","70","36.1272","270.9628","89.1191","0","999","2110","0.000036577","0.00004187","0","4031907","0 STARLINK-6296","1 56773U 23078G   23285.42843321  .00004187  00000-0  36577-4 0  9997","2 56773  70.0000  36.1272 0003292 270.9628  89.1191 15.69920934 21109","2023-078G","56773","6737.260","91.724","361.343","356.907","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55744","STARLINK-5601","PAYLOAD","U","23028D","2023-10-12 10:34:56","914464","14.98336262","0.0002774","70","301.4976","269.9121","90.172","0","999","3433","0.000073365","0.00000783","0","4031764","0 STARLINK-5601","1 55744U 23028D   23285.44093651  .00000783  00000-0  73365-4 0  9998","2 55744  70.0000 301.4976 0002774 269.9121  90.1720 14.98336262 34330","2023-028D","55744","6950.174","96.107","573.967","570.111","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55274","STARLINK-5236","PAYLOAD","U","23010F","2023-10-12 10:49:03","689760","14.98337791","0.0002997","70","81.4964","267.4536","92.628","0","999","4125","-0.000060534","-0.00000815","0","4031807","0 STARLINK-5236","1 55274U 23010F   23285.45073715 -.00000815  00000-0 -60534-4 0  9999","2 55274  70.0000  81.4964 0002997 267.4536  92.6280 14.98337791 41255","2023-010F","55274","6950.169","96.106","574.117","569.951","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55744","STARLINK-5601","PAYLOAD","U","23028D","2023-10-12 12:11:04","938720","14.98337162","0.0002734","70","301.3291","269.359","90.7256","0","999","3434","0.000094005","0.00001029","0","4031907","0 STARLINK-5601","1 55744U 23028D   23285.50769605  .00001029  00000-0  94005-4 0  9992","2 55744  70.0000 301.3291 0002734 269.3590  90.7256 14.98337162 34340","2023-028D","55744","6950.171","96.107","573.936","570.136","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49146","STARLINK-3116","PAYLOAD","U","21082S","2023-10-12 12:14:19","677408","14.98343602","0.0002509","70","331.1871","265.8482","94.239","0","999","11593","-0.000072556","-0.00000959","0","4031907","0 STARLINK-3116","1 49146U 21082S   23285.50994997 -.00000959  00000-0 -72556-4 0  9993","2 49146  70.0000 331.1871 0002509 265.8482  94.2390 14.98343602115934","2021-082S","49146","6950.151","96.106","573.760","570.272","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55915","STARLINK-5859","PAYLOAD","U","23037B","2023-10-12 12:17:50","340480","14.98335274","0.0002794","70","1.2311","269.832","90.2518","0","999","3248","-0.0000057388","-0.00000161","0","4031907","0 STARLINK-5859","1 55915U 23037B   23285.51238820 -.00000161  00000-0 -57388-5 0  9995","2 55915  70.0000   1.2311 0002794 269.8320  90.2518 14.98335274 32482","2023-037B","55915","6950.177","96.107","573.983","570.100","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55274","STARLINK-5236","PAYLOAD","U","23010F","2023-10-12 12:25:11","784000","14.9833698","0.0003015","70","81.3281","267.5594","92.522","0","999","4158","-0.000068363","-0.00000909","0","4031907","0 STARLINK-5236","1 55274U 23010F   23285.51749750 -.00000909  00000-0 -68363-4 0  9997","2 55274  70.0000  81.3281 0003015 267.5594  92.5220 14.98336980 41581","2023-010F","55274","6950.171","96.107","574.132","569.941","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55299","STARLINK-5270","PAYLOAD","U","23010AG","2023-10-12 12:55:26","965920","14.98330291","0.0002959","70","80.9964","271.7469","88.3351","0","999","4246","-0.0000078515","-0.00000187","0","4031907","0 STARLINK-5270","1 55299U 23010AG  23285.53850655 -.00000187  00000-0 -78515-5 0  9992","2 55299  70.0000  80.9964 0002959 271.7469  88.3351 14.98330291 42460","2023-010AG","55299","6950.192","96.107","574.114","570.000","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55923","STARLINK-5854","PAYLOAD","U","23037K","2023-10-12 13:41:56","969664","14.98338119","0.0002959","70","1.0327","269.1474","90.9346","0","999","3180","-0.0000012539","-0.00000108","0","4031907","0 STARLINK-5854","1 55923U 23037K   23285.57079826 -.00000108  00000-0 -12539-5 0  9999","2 55923  70.0000   1.0327 0002959 269.1474  90.9346 14.98338119 31804","2023-037K","55923","6950.168","96.106","574.089","569.976","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55414","STARLINK-5620","PAYLOAD","U","23014Z","2023-10-12 14:08:19","79808","14.98333101","0.0002808","70","140.8957","263.2346","96.8494","0","999","3988","0.0000064975","-0.00000015","0","4031907","0 STARLINK-5620","1 55414U 23014Z   23285.58910972 -.00000015  00000-0  64975-5 0  9993","2 55414  70.0000 140.8957 0002808 263.2346  96.8494 14.98333101 39887","2023-014Z","55414","6950.183","96.107","574.000","570.097","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55922","STARLINK-5863","PAYLOAD","U","23037J","2023-10-12 15:12:03","990528","14.98338698","0.0003084","70","0.8493","269.9273","90.1532","0","999","3215","0.000091184","0.00000995","0","4032192","0 STARLINK-5863","1 55922U 23037J   23285.63337952  .00000995  00000-0  91184-4 0  9996","2 55922  70.0000   0.8493 0003084 269.9273  90.1532 14.98338698 32159","2023-037J","55922","6950.166","96.106","574.174","569.888","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55922","STARLINK-5863","PAYLOAD","U","23037J","2023-10-12 15:12:03","990528","14.98338698","0.0003084","70","0.8493","269.9273","90.1532","0","999","3181","0.000091184","0.00000995","0","4032297","0 STARLINK-5863","1 55922U 23037J   23285.63337952  .00000995  00000-0  91184-4 0  9996","2 55922  70.0000   0.8493 0003084 269.9273  90.1532 14.98338698 31811","2023-037J","55922","6950.166","96.106","574.174","569.888","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56812","STARLINK-6065","PAYLOAD","U","23078AX","2023-10-12 16:18:47","501280","15.69920468","0.0002982","70","35.3947","254.4178","105.6688","0","999","2114","0.000011838","0.00001211","0","4032297","0 STARLINK-6065","1 56812U 23078AX  23285.67971645  .00001211  00000-0  11838-4 0  9997","2 56812  70.0000  35.3947 0002982 254.4178 105.6688 15.69920468 21146","2023-078AX","56812","6737.262","91.724","361.136","357.117","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49146","STARLINK-3116","PAYLOAD","U","21082S","2023-10-12 20:14:59","505792","14.98354781","0.0002814","70","330.3455","270.5593","89.5243","0","999","11598","-0.00034665","-0.00004229","0","4032297","0 STARLINK-3116","1 49146U 21082S   23285.84374428 -.00004229  00000-0 -34665-3 0  9993","2 49146  70.0000 330.3455 0002814 270.5593  89.5243 14.98354781115987","2021-082S","49146","6950.116","96.105","573.937","570.025","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55434","STARLINK-5621","PAYLOAD","U","23014AV","2023-10-12 21:33:17","297568","14.98335292","0.0002514","70","160.228","270.8728","89.2143","0","999","3943","-0.00002469","-0.00000388","0","4032297","0 STARLINK-5621","1 55434U 23014AV  23285.89811687 -.00000388  00000-0 -24690-4 0  9995","2 55434  70.0000 160.2280 0002514 270.8728  89.2143 14.98335292 39437","2023-014AV","55434","6950.177","96.107","573.789","570.294","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56480","STARLINK-6214","PAYLOAD","U","23064AJ","2023-10-12 21:33:37","857312","14.98317773","0.0002842","70","180.2493","270.7231","89.3603","0","999","2410","0.0002107","0.00002421","0","4032297","0 STARLINK-6214","1 56480U 23064AJ  23285.89835483  .00002421  00000-0  21070-3 0  9998","2 56480  70.0000 180.2493 0002842 270.7231  89.3603 14.98317773 24103","2023-064AJ","56480","6950.231","96.108","574.071","570.120","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55433","STARLINK-5570","PAYLOAD","U","23014AU","2023-10-12 22:39:22","100256","14.98332658","0.0002999","70","159.9864","271.5203","88.5612","0","999","3944","0.000057651","0.00000595","0","4032297","0 STARLINK-5570","1 55433U 23014AU  23285.94400579  .00000595  00000-0  57651-4 0  9995","2 55433  70.0000 159.9864 0002999 271.5203  88.5612 14.98332658 39449","2023-014AU","55433","6950.185","96.107","574.134","569.965","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55651","STARLINK-5506","PAYLOAD","U","23021Z","2023-10-12 22:58:44","984640","14.98324535","0.0002605","70","240.1348","270.8346","89.2514","0","999","3716","0.00011678","0.000013","0","4032297","0 STARLINK-5506","1 55651U 23021Z   23285.95746510  .00001300  00000-0  11678-3 0  9997","2 55651  70.0000 240.1348 0002605 270.8346  89.2514 14.98324535 37166","2023-021Z","55651","6950.210","96.107","573.885","570.264","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55434","STARLINK-5621","PAYLOAD","U","23014AV","2023-10-13 02:21:40","775904","14.98351834","0.0002542","70","159.7232","267.1689","92.918","0","999","3852","-0.00020311","-0.00002517","0","4032351","0 STARLINK-5621","1 55434U 23014AV  23286.09838861 -.00002517  00000-0 -20311-3 0  9992","2 55434  70.0000 159.7232 0002542 267.1689  92.9180 14.98351834 38524","2023-014AV","55434","6950.125","96.106","573.757","570.224","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56479","STARLINK-6044","PAYLOAD","U","23064AH","2023-10-13 03:10:04","288512","14.98335316","0.000274","70","179.4582","266.5537","93.5308","0","999","2450","0.00010475","0.00001157","0","4032510","0 STARLINK-6044","1 56479U 23064AH  23286.13199408  .00001157  00000-0  10475-3 0  9996","2 56479  70.0000 179.4582 0002740 266.5537  93.5308 14.98335316 24505","2023-064AH","56479","6950.176","96.107","573.946","570.137","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56479","STARLINK-6044","PAYLOAD","U","23064AH","2023-10-13 03:10:04","288512","14.98335316","0.000274","70","179.4582","266.5537","93.5308","0","999","2414","0.00010475","0.00001157","0","4032919","0 STARLINK-6044","1 56479U 23064AH  23286.13199408  .00001157  00000-0  10475-3 0  9996","2 56479  70.0000 179.4582 0002740 266.5537  93.5308 14.98335316 24145","2023-064AH","56479","6950.176","96.107","573.946","570.137","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56486","STARLINK-6201","PAYLOAD","U","23064AQ","2023-10-13 03:16:05","78496","14.98331215","0.000283","70","179.4737","270.7928","89.2906","0","999","2450","0.00013661","0.00001537","0","4032524","0 STARLINK-6201","1 56486U 23064AQ  23286.13616989  .00001537  00000-0  13661-3 0  9994","2 56486  70.0000 179.4737 0002830 270.7928  89.2906 14.98331215 24506","2023-064AQ","56486","6950.189","96.107","574.021","570.087","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56481","STARLINK-6222","PAYLOAD","U","23064AK","2023-10-13 03:22:05","809728","14.9832311","0.0002509","70","179.489","269.0008","91.0864","0","999","2450","0.00035146","0.00004102","0","4032525","0 STARLINK-6222","1 56481U 23064AK  23286.14034502  .00004102  00000-0  35146-3 0  9998","2 56481  70.0000 179.4890 0002509 269.0008  91.0864 14.98323110 24503","2023-064AK","56481","6950.214","96.107","573.823","570.335","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56481","STARLINK-6222","PAYLOAD","U","23064AK","2023-10-13 03:22:05","809728","14.9832311","0.0002509","70","179.489","269.0008","91.0864","0","999","2414","0.00035146","0.00004102","0","4032919","0 STARLINK-6222","1 56481U 23064AK  23286.14034502  .00004102  00000-0  35146-3 0  9998","2 56481  70.0000 179.4890 0002509 269.0008  91.0864 14.98323110 24143","2023-064AK","56481","6950.214","96.107","573.823","570.335","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56477","STARLINK-5534","PAYLOAD","U","23064AF","2023-10-13 03:34:06","517920","14.98331573","0.0002638","70","179.5169","264.2735","95.8123","0","999","2450","0.00022528","0.00002596","0","4032840","0 STARLINK-5534","1 56477U 23064AF  23286.14868655  .00002596  00000-0  22528-3 0  9992","2 56477  70.0000 179.5169 0002638 264.2735  95.8123 14.98331573 24507","2023-064AF","56477","6950.188","96.107","573.886","570.220","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56477","STARLINK-5534","PAYLOAD","U","23064AF","2023-10-13 03:34:06","517920","14.98331573","0.0002638","70","179.5169","264.2735","95.8123","0","999","2414","0.00022528","0.00002596","0","4032919","0 STARLINK-5534","1 56477U 23064AF  23286.14868655  .00002596  00000-0  22528-3 0  9992","2 56477  70.0000 179.5169 0002638 264.2735  95.8123 14.98331573 24147","2023-064AF","56477","6950.188","96.107","573.886","570.220","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56482","STARLINK-6220","PAYLOAD","U","23064AL","2023-10-13 03:40:07","514400","14.98334418","0.0002452","70","179.532","265.1783","94.9096","0","999","2450","0.000080701","0.0000087","0","4032349","0 STARLINK-6220","1 56482U 23064AL  23286.15286475  .00000870  00000-0  80701-4 0  9994","2 56482  70.0000 179.5320 0002452 265.1783  94.9096 14.98334418 24509","2023-064AL","56482","6950.179","96.107","573.748","570.340","0"
