COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55771","STARLINK-5591","PAYLOAD","U","23028AG","2023-10-25 06:42:12","103200","14.98320989","0.0002713","70","248.9627","266.4316","93.6533","0","999","3675","0.00026628","0.00003085","0","4051628","0 STARLINK-5591","1 55771U 23028AG  23298.27930675  .00003085  00000-0  26628-3 0  9996","2 55771  70.0000 248.9627 0002713 266.4316  93.6533 14.98320989 36756","2023-028AG","55771","6950.221","96.108","573.971","570.200","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55781","STARLINK-5820","PAYLOAD","U","23028AS","2023-10-25 07:24:30","701088","14.98332236","0.0002855","70","249.0934","273.424","86.6592","0","999","3675","0.00013557","0.00001525","0","4051689","0 STARLINK-5820","1 55781U 23028AS  23298.30868867  .00001525  00000-0  13557-3 0  9998","2 55781  70.0000 249.0934 0002855 273.4240  86.6592 14.98332236 36756","2023-028AS","55781","6950.186","96.107","574.035","570.067","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55748","STARLINK-5580","PAYLOAD","U","23028H","2023-10-25 07:24:36","127872","14.98326338","0.0002251","70","268.9491","253.5846","106.5066","0","999","3626","0.00010021","0.00001103","0","4051638","0 STARLINK-5580","1 55748U 23028H   23298.30875148  .00001103  00000-0  10021-3 0  9996","2 55748  70.0000 268.9491 0002251 253.5846 106.5066 14.98326338 36268","2023-028H","55748","6950.204","96.107","573.634","570.505","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55748","STARLINK-5580","PAYLOAD","U","23028H","2023-10-25 07:24:36","127872","14.98326338","0.0002251","70","268.9491","253.5846","106.5066","0","999","3626","0.00010021","0.00001103","0","4052988","0 STARLINK-5580","1 55748U 23028H   23298.30875148  .00001103  00000-0  10021-3 0  9996","2 55748  70.0000 268.9491 0002251 253.5846 106.5066 14.98326338 36268","2023-028H","55748","6950.204","96.107","573.634","570.505","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55754","STARLINK-5612","PAYLOAD","U","23028P","2023-10-25 08:30:44","49600","14.98281081","0.0002617","70","268.7072","265.3585","94.7275","0","999","3627","-0.00027696","-0.00003392","0","4052025","0 STARLINK-5612","1 55754U 23028P   23298.35467650 -.00003392  00000-0 -27696-3 0  9993","2 55754  70.0000 268.7072 0002617 265.3585  94.7275 14.98281081 36271","2023-028P","55754","6950.344","96.110","574.028","570.390","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55757","STARLINK-5544","PAYLOAD","U","23028S","2023-10-25 08:36:45","705312","14.98284675","0.0002655","70","268.7218","266.9479","93.1376","0","999","3627","-0.0011332","-0.00013572","0","4051644","0 STARLINK-5544","1 55757U 23028S   23298.35886233 -.00013572  00000-0 -11332-2 0  9998","2 55757  70.0000 268.7218 0002655 266.9479  93.1376 14.98284675 36274","2023-028S","55757","6950.333","96.110","574.043","570.353","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55757","STARLINK-5544","PAYLOAD","U","23028S","2023-10-25 08:36:45","705312","14.98284675","0.0002655","70","268.7218","266.9479","93.1376","0","999","3627","-0.0011332","-0.00013572","0","4052988","0 STARLINK-5544","1 55757U 23028S   23298.35886233 -.00013572  00000-0 -11332-2 0  9998","2 55757  70.0000 268.7218 0002655 266.9479  93.1376 14.98284675 36274","2023-028S","55757","6950.333","96.110","574.043","570.353","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55749","STARLINK-5560","PAYLOAD","U","23028J","2023-10-25 08:36:55","141920","14.98325811","0.0002438","70","268.7222","289.8695","70.2201","0","999","3627","0.00020915","0.00002403","0","4052080","0 STARLINK-5560","1 55749U 23028J   23298.35897155  .00002403  00000-0  20915-3 0  9991","2 55749  70.0000 268.7222 0002438 289.8695  70.2201 14.98325811 36274","2023-028J","55749","6950.206","96.107","573.765","570.376","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55749","STARLINK-5560","PAYLOAD","U","23028J","2023-10-25 08:36:55","141920","14.98325811","0.0002438","70","268.7222","289.8695","70.2201","0","999","3627","0.00020915","0.00002403","0","4052988","0 STARLINK-5560","1 55749U 23028J   23298.35897155  .00002403  00000-0  20915-3 0  9991","2 55749  70.0000 268.7222 0002438 289.8695  70.2201 14.98325811 36274","2023-028J","55749","6950.206","96.107","573.765","570.376","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49147","STARLINK-3071","PAYLOAD","U","21082T","2023-10-25 09:16:00","4224","14.982678","0.0002","70","278.7162","273.0654","87.0276","0","999","11837","-0.00046954","-0.00005681","0","4051849","0 STARLINK-3071","1 49147U 21082T   23298.38611116 -.00005681  00000-0 -46954-3 0  9992","2 49147  70.0000 278.7162 0002000 273.0654  87.0276 14.98267800118371","2021-082T","49147","6950.385","96.111","573.640","570.860","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49147","STARLINK-3071","PAYLOAD","U","21082T","2023-10-25 09:16:00","4224","14.982678","0.0002","70","278.7162","273.0654","87.0276","0","999","11720","-0.00046954","-0.00005681","0","4052988","0 STARLINK-3071","1 49147U 21082T   23298.38611116 -.00005681  00000-0 -46954-3 0  9992","2 49147  70.0000 278.7162 0002000 273.0654  87.0276 14.98267800117202","2021-082T","49147","6950.385","96.111","573.640","570.860","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49163","STARLINK-3088","PAYLOAD","U","21082AK","2023-10-25 10:28:22","420704","14.9829959","0.0001836","70","298.5851","276.1079","83.9871","0","999","11788","0.00039976","0.00004676","0","4051750","0 STARLINK-3088","1 49163U 21082AK  23298.43637061  .00004676  00000-0  39976-3 0  9990","2 49163  70.0000 298.5851 0001836 276.1079  83.9871 14.98299590117887","2021-082AK","49163","6950.287","96.109","573.428","570.876","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49163","STARLINK-3088","PAYLOAD","U","21082AK","2023-10-25 10:28:22","420704","14.9829959","0.0001836","70","298.5851","276.1079","83.9871","0","999","11787","0.00039976","0.00004676","0","4052988","0 STARLINK-3088","1 49163U 21082AK  23298.43637061  .00004676  00000-0  39976-3 0  9990","2 49163  70.0000 298.5851 0001836 276.1079  83.9871 14.98299590117876","2021-082AK","49163","6950.287","96.109","573.428","570.876","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55926","STARLINK-5921","PAYLOAD","U","23037N","2023-10-25 10:55:34","591008","14.9830796","0.0002284","70","308.6616","273.891","86.1987","0","999","3456","0.00035948","0.00004196","0","4052099","0 STARLINK-5921","1 55926U 23037N   23298.45526147  .00004196  00000-0  35948-3 0  9992","2 55926  70.0000 308.6616 0002284 273.8910  86.1987 14.98307960 34566","2023-037N","55926","6950.261","96.108","573.713","570.539","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55926","STARLINK-5921","PAYLOAD","U","23037N","2023-10-25 10:55:34","591008","14.9830796","0.0002284","70","308.6616","273.891","86.1987","0","999","3422","0.00035948","0.00004196","0","4052988","0 STARLINK-5921","1 55926U 23037N   23298.45526147  .00004196  00000-0  35948-3 0  9992","2 55926  70.0000 308.6616 0002284 273.8910  86.1987 14.98307960 34229","2023-037N","55926","6950.261","96.108","573.713","570.539","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55927","STARLINK-5919","PAYLOAD","U","23037P","2023-10-25 12:07:59","456064","14.98310349","0.0002481","70","328.3171","275.7194","84.3682","0","999","3408","0.00040022","0.00004683","0","4052237","0 STARLINK-5919","1 55927U 23037P   23298.50554926  .00004683  00000-0  40022-3 0  9995","2 55927  70.0000 328.3171 0002481 275.7194  84.3682 14.98310349 34080","2023-037P","55927","6950.254","96.108","573.843","570.394","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55927","STARLINK-5919","PAYLOAD","U","23037P","2023-10-25 12:07:59","456064","14.98310349","0.0002481","70","328.3171","275.7194","84.3682","0","999","3374","0.00040022","0.00004683","0","4052988","0 STARLINK-5919","1 55927U 23037P   23298.50554926  .00004683  00000-0  40022-3 0  9995","2 55927  70.0000 328.3171 0002481 275.7194  84.3682 14.98310349 33742","2023-037P","55927","6950.254","96.108","573.843","570.394","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55273","STARLINK-5291","PAYLOAD","U","23010E","2023-10-25 12:57:43","640352","14.98336189","0.0002981","70","68.3874","270.3362","89.7455","0","999","4273","-0.000010735","-0.00000221","0","4052520","0 STARLINK-5291","1 55273U 23010E   23298.54008843 -.00000221  00000-0 -10735-4 0  9991","2 55273  70.0000  68.3874 0002981 270.3362  89.7455 14.98336189 42736","2023-010E","55273","6950.174","96.107","574.111","569.967","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55273","STARLINK-5291","PAYLOAD","U","23010E","2023-10-25 12:57:43","640352","14.98336189","0.0002981","70","68.3874","270.3362","89.7455","0","999","4304","-0.000010735","-0.00000221","0","4052988","0 STARLINK-5291","1 55273U 23010E   23298.54008843 -.00000221  00000-0 -10735-4 0  9991","2 55273  70.0000  68.3874 0002981 270.3362  89.7455 14.98336189 43041","2023-010E","55273","6950.174","96.107","574.111","569.967","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56795","STARLINK-6061","PAYLOAD","U","23078AE","2023-10-25 13:12:53","366688","15.69895085","0.0002019","70","359.2071","233.838","126.2629","0","999","2342","0.000017197","0.00001854","0","4051616","0 STARLINK-6061","1 56795U 23078AE  23298.55061767  .00001854  00000-0  17197-4 0  9990","2 56795  70.0000 359.2071 0002019 233.8380 126.2629 15.69895085 23422","2023-078AE","56795","6737.334","91.726","360.559","357.839","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56795","STARLINK-6061","PAYLOAD","U","23078AE","2023-10-25 13:12:53","366688","15.69895085","0.0002019","70","359.2071","233.838","126.2629","0","999","2316","0.000017197","0.00001854","0","4052988","0 STARLINK-6061","1 56795U 23078AE  23298.55061767  .00001854  00000-0  17197-4 0  9990","2 56795  70.0000 359.2071 0002019 233.8380 126.2629 15.69895085 23163","2023-078AE","56795","6737.334","91.726","360.559","357.839","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56783","STARLINK-6357","PAYLOAD","U","23078S","2023-10-25 13:16:58","268352","15.69913428","0.0001956","70","359.218","247.3689","112.73","0","999","2342","0.000014167","0.00001491","0","4051655","0 STARLINK-6357","1 56783U 23078S   23298.55345218  .00001491  00000-0  14167-4 0  9994","2 56783  70.0000 359.2180 0001956 247.3689 112.7300 15.69913428 23429","2023-078S","56783","6737.282","91.725","360.464","357.829","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56783","STARLINK-6357","PAYLOAD","U","23078S","2023-10-25 13:16:58","268352","15.69913428","0.0001956","70","359.218","247.3689","112.73","0","999","2316","0.000014167","0.00001491","0","4052988","0 STARLINK-6357","1 56783U 23078S   23298.55345218  .00001491  00000-0  14167-4 0  9994","2 56783  70.0000 359.2180 0001956 247.3689 112.7300 15.69913428 23160","2023-078S","56783","6737.282","91.725","360.464","357.829","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56780","STARLINK-5963","PAYLOAD","U","23078P","2023-10-25 14:23:49","206048","14.99293373","0.0002604","70","8.3759","267.8628","92.2233","0","999","2320","0.00012285","0.00001409","0","4051648","0 STARLINK-5963","1 56780U 23078P   23298.59987507  .00001409  00000-0  12285-3 0  9995","2 56780  70.0000   8.3759 0002604 267.8628  92.2233 14.99293373 23206","2023-078P","56780","6947.215","96.045","570.889","567.271","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55957","STARLINK-5884","PAYLOAD","U","23037AV","2023-10-25 21:26:26","810304","14.98064231","0.000232","70","287.4972","289.5697","70.5212","0","999","3512","-0.0029757","-0.00035177","0","4052151","0 STARLINK-5884","1 55957U 23037AV  23298.89336586 -.00035177  00000-0 -29757-2 0  9995","2 55957  70.0000 287.4972 0002320 289.5697  70.5212 14.98064231 35128","2023-037AV","55957","6951.015","96.124","574.493","571.267","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55765","STARLINK-5595","PAYLOAD","U","23028AA","2023-10-25 21:49:28","621920","14.98337093","0.0002759","70","247.5513","271.5738","88.5105","0","999","3684","0.000023764","0.00000191","0","4052988","0 STARLINK-5595","1 55765U 23028AA  23298.90935905  .00000191  00000-0  23764-4 0  9994","2 55765  70.0000 247.5513 0002759 271.5738  88.5105 14.98337093 36845","2023-028AA","55765","6950.171","96.107","573.954","570.118","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55766","STARLINK-5599","PAYLOAD","U","23028AB","2023-10-25 22:49:33","623040","14.98328356","0.0002772","70","247.2946","265.1195","94.9648","0","999","3685","0.00000050201","-0.00000087","0","4052988","0 STARLINK-5599","1 55766U 23028AB  23298.95108360 -.00000087  00000-0  50201-6 0  9990","2 55766  70.0000 247.2946 0002772 265.1195  94.9648 14.98328356 36850","2023-028AB","55766","6950.198","96.107","573.990","570.136","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56452","STARLINK-5986","PAYLOAD","U","23064E","2023-10-26 02:06:30","633120","14.98333266","0.0003136","70","167.0945","271.8982","88.1818","0","999","2558","-0.000014032","-0.0000026","0","4054082","0 STARLINK-5986","1 56452U 23064E   23299.08785455 -.00000260  00000-0 -14032-4 0  9998","2 56452  70.0000 167.0945 0003136 271.8982  88.1818 14.98333266 25582","2023-064E","56452","6950.183","96.107","574.227","569.868","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55399","STARLINK-5276","PAYLOAD","U","23014J","2023-10-26 02:53:13","354080","14.9830636","0.0002799","70","86.7797","268.8096","91.2742","0","999","4146","0.00039842","0.00004661","0","4053158","0 STARLINK-5276","1 55399U 23014J   23299.12029345  .00004661  00000-0  39842-3 0  9998","2 55399  70.0000  86.7797 0002799 268.8096  91.2742 14.98306360 41460","2023-014J","55399","6950.266","96.109","574.076","570.186","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55670","STARLINK-5423","PAYLOAD","U","23021AU","2023-10-26 03:06:54","543744","14.98332192","0.0003175","70","186.7749","270.4822","89.5974","0","999","3933","0.000015604","0.00000093","0","4053449","0 STARLINK-5423","1 55670U 23021AU  23299.12979796  .00000093  00000-0  15604-4 0  9998","2 55670  70.0000 186.7749 0003175 270.4822  89.5974 14.98332192 39337","2023-021AU","55670","6950.186","96.107","574.258","569.844","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55670","STARLINK-5423","PAYLOAD","U","23021AU","2023-10-26 03:06:54","543744","14.98332192","0.0003175","70","186.7749","270.4822","89.5974","0","999","3963","0.000015604","0.00000093","0","4054082","0 STARLINK-5423","1 55670U 23021AU  23299.12979796  .00000093  00000-0  15604-4 0  9998","2 55670  70.0000 186.7749 0003175 270.4822  89.5974 14.98332192 39630","2023-021AU","55670","6950.186","96.107","574.258","569.844","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49163","STARLINK-3088","PAYLOAD","U","21082AK","2023-10-26 04:05:49","933248","14.98321147","0.0002261","70","296.733","249.1573","110.9344","0","999","11799","0.00027743","0.00003218","0","4053043","0 STARLINK-3088","1 49163U 21082AK  23299.17071682  .00003218  00000-0  27743-3 0  9993","2 49163  70.0000 296.7330 0002261 249.1573 110.9344 14.98321147117993","2021-082AK","49163","6950.220","96.108","573.657","570.514","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55772","STARLINK-5835","PAYLOAD","U","23028AH","2023-10-26 06:26:10","937760","14.98333476","0.0002719","70","246.394","269.0181","91.0667","0","999","3690","0.000043123","0.00000422","0","4054082","0 STARLINK-5835","1 55772U 23028AH  23299.26818215  .00000422  00000-0  43123-4 0  9994","2 55772  70.0000 246.3940 0002719 269.0181  91.0667 14.98333476 36904","2023-028AH","55772","6950.182","96.107","573.937","570.157","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56783","STARLINK-6357","PAYLOAD","U","23078S","2023-10-26 07:37:57","425664","15.69933523","0.0002216","70","357.0687","277.752","82.3424","0","999","2354","0.0000016948","-0.00000008","0","4053664","0 STARLINK-6357","1 56783U 23078S   23299.31802576 -.00000008  00000-0  16948-5 0  9998","2 56783  70.0000 357.0687 0002216 277.7520  82.3424 15.69933523 23548","2023-078S","56783","6737.224","91.724","360.582","357.596","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55754","STARLINK-5612","PAYLOAD","U","23028P","2023-10-26 08:32:41","539776","14.98333182","0.0002449","70","266.1819","260.1732","99.9151","0","999","3642","0.000039677","0.00000381","0","4054082","0 STARLINK-5612","1 55754U 23028P   23299.35603634  .00000381  00000-0  39677-4 0  9994","2 55754  70.0000 266.1819 0002449 260.1732  99.9151 14.98333182 36429","2023-028P","55754","6950.183","96.107","573.750","570.346","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55926","STARLINK-5921","PAYLOAD","U","23037N","2023-10-26 10:57:34","936704","14.98334624","0.000224","70","306.1376","251.7984","108.2931","0","999","3437","-0.00010011","-0.00001287","0","4054082","0 STARLINK-5921","1 55926U 23037N   23299.45665436 -.00001287  00000-0 -10011-3 0  9992","2 55926  70.0000 306.1376 0002240 251.7984 108.2931 14.98334624 34371","2023-037N","55926","6950.179","96.107","573.600","570.487","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55914","STARLINK-5856","PAYLOAD","U","23037A","2023-10-26 11:33:58","458240","14.98333618","0.0002682","70","326.1073","277.1705","82.9149","0","999","3457","0.00020602","0.00002366","0","4054082","0 STARLINK-5856","1 55914U 23037A   23299.48192660  .00002366  00000-0  20602-3 0  9990","2 55914  70.0000 326.1073 0002682 277.1705  82.9149 14.98333618 34570","2023-037A","55914","6950.182","96.107","573.911","570.183","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55406","STARLINK-5630","PAYLOAD","U","23014R","2023-10-26 11:47:59","385984","14.98321262","0.0003209","70","86.0724","269.9093","90.1698","0","999","4151","0.000076531","0.0000082","0","4053761","0 STARLINK-5630","1 55406U 23014R   23299.49165956  .00000820  00000-0  76531-4 0  9996","2 55406  70.0000  86.0724 0003209 269.9093  90.1698 14.98321262 41510","2023-014R","55406","6950.220","96.108","574.315","569.855","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55284","STARLINK-5337","PAYLOAD","U","23010R","2023-10-26 12:05:38","650848","14.98335819","0.0002878","70","65.7249","266.5329","93.55","0","999","4288","0.00010902","0.00001208","0","4053981","0 STARLINK-5337","1 55284U 23010R   23299.50391957  .00001208  00000-0  10902-3 0  9990","2 55284  70.0000  65.7249 0002878 266.5329  93.5500 14.98335819 42889","2023-010R","55284","6950.175","96.107","574.040","570.040","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55280","STARLINK-5331","PAYLOAD","U","23010M","2023-10-26 12:23:41","5248","14.98327919","0.0002969","70","65.768","268.1089","91.973","0","999","4287","0.000014114","0.00000075","0","4053986","0 STARLINK-5331","1 55280U 23010M   23299.51644682  .00000075  00000-0  14114-4 0  9994","2 55280  70.0000  65.7680 0002969 268.1089  91.9730 14.98327919 42874","2023-010M","55280","6950.199","96.107","574.128","570.001","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55280","STARLINK-5331","PAYLOAD","U","23010M","2023-10-26 12:23:41","5248","14.98327919","0.0002969","70","65.768","268.1089","91.973","0","999","4318","0.000014114","0.00000075","0","4054082","0 STARLINK-5331","1 55280U 23010M   23299.51644682  .00000075  00000-0  14114-4 0  9994","2 55280  70.0000  65.7680 0002969 268.1089  91.9730 14.98327919 43189","2023-010M","55280","6950.199","96.107","574.128","570.001","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55399","STARLINK-5276","PAYLOAD","U","23014J","2023-10-26 12:30:01","502208","14.98327611","0.0002908","70","85.7698","270.6261","89.4565","0","999","4152","-0.000038856","-0.00000557","0","4053627","0 STARLINK-5276","1 55399U 23014J   23299.52085072 -.00000557  00000-0 -38856-4 0  9998","2 55399  70.0000  85.7698 0002908 270.6261  89.4565 14.98327611 41527","2023-014J","55399","6950.200","96.107","574.086","570.044","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55405","STARLINK-5623","PAYLOAD","U","23014Q","2023-10-26 13:00:04","757472","14.98327866","0.0003151","70","85.845","270.7108","89.369","0","999","4246","-0.000025935","-0.00000402","0","4054082","0 STARLINK-5623","1 55405U 23014Q   23299.54172173 -.00000402  00000-0 -25935-4 0  9990","2 55405  70.0000  85.8450 0003151 270.7108  89.3690 14.98327866 42468","2023-014Q","55405","6950.199","96.107","574.254","569.874","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55402","STARLINK-5071","PAYLOAD","U","23014M","2023-10-26 13:06:05","105952","14.98331709","0.0003025","70","85.8598","268.196","91.8852","0","999","4246","0.0000017019","-0.00000073","0","4054082","0 STARLINK-5071","1 55402U 23014M   23299.54589243 -.00000073  00000-0  17019-5 0  9995","2 55402  70.0000  85.8598 0003025 268.1960  91.8852 14.98331709 42464","2023-014M","55402","6950.188","96.107","574.155","569.950","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55270","STARLINK-5301","PAYLOAD","U","23010B","2023-10-26 13:23:47","448384","14.98330366","0.0003065","70","65.9202","272.507","87.5738","0","999","4319","0.000028247","0.00000244","0","4054082","0 STARLINK-5301","1 55270U 23010B   23299.55818806  .00000244  00000-0  28247-4 0  9998","2 55270  70.0000  65.9202 0003065 272.5070  87.5738 14.98330366 43197","2023-010B","55270","6950.192","96.107","574.187","569.927","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55408","STARLINK-5092","PAYLOAD","U","23014T","2023-10-26 13:30:07","782048","14.9833187","0.0003129","70","85.9184","268.4528","91.6272","0","999","4246","-0.0000059477","-0.00000164","0","4054082","0 STARLINK-5092","1 55408U 23014T   23299.56259007 -.00000164  00000-0 -59477-5 0  9991","2 55408  70.0000  85.9184 0003129 268.4528  91.6272 14.98331870 42463","2023-014T","55408","6950.187","96.107","574.227","569.877","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55411","STARLINK-5605","PAYLOAD","U","23014W","2023-10-26 13:36:09","576","14.98343376","0.0003212","70","85.9333","276.0474","84.0319","0","999","4246","0.0000132","0.00000065","0","4054082","0 STARLINK-5605","1 55411U 23014W   23299.56677084  .00000065  00000-0  13200-4 0  9995","2 55411  70.0000  85.9333 0003212 276.0474  84.0319 14.98343376 42463","2023-014W","55411","6950.152","96.106","574.249","569.784","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56796","STARLINK-6049","PAYLOAD","U","23078AF","2023-10-26 14:04:50","33280","14.98336726","0.0003322","70","5.7887","271.2245","88.8533","0","999","2309","0.000069405","0.00000735","0","4054082","0 STARLINK-6049","1 56796U 23078AF  23299.58669020  .00000735  00000-0  69405-4 0  9997","2 56796  70.0000   5.7887 0003322 271.2245  88.8533 14.98336726 23098","2023-078AF","56796","6950.172","96.107","574.346","569.728","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","56796","STARLINK-6049","PAYLOAD","U","23078AF","2023-10-26 14:04:50","33280","14.98336726","0.0003322","70","5.7887","271.2245","88.8533","0","999","2335","0.000069405","0.00000735","0","4054145","0 STARLINK-6049","1 56796U 23078AF  23299.58669020  .00000735  00000-0  69405-4 0  9997","2 56796  70.0000   5.7887 0003322 271.2245  88.8533 14.98336726 23357","2023-078AF","56796","6950.172","96.107","574.346","569.728","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55399","STARLINK-5276","PAYLOAD","U","23014J","2023-10-26 14:06:09","593856","14.98327272","0.0002913","70","85.6015","270.5544","89.5282","0","999","4247","-0.000041518","-0.00000588","0","4054082","0 STARLINK-5276","1 55399U 23014J   23299.58761104 -.00000588  00000-0 -41518-4 0  9994","2 55399  70.0000  85.6015 0002913 270.5544  89.5282 14.98327272 42473","2023-014J","55399","6950.201","96.107","574.091","570.042","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55410","STARLINK-5633","PAYLOAD","U","23014V","2023-10-26 14:18:30","789216","14.98333766","0.000294","70","105.5021","272.9569","87.1254","0","999","4198","-0.000087805","-0.00001141","0","4054082","0 STARLINK-5633","1 55410U 23014V   23299.59618969 -.00001141  00000-0 -87805-4 0  9994","2 55410  70.0000 105.5021 0002940 272.9569  87.1254 14.98333766 41982","2023-014V","55410","6950.181","96.107","574.090","570.003","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","49142","STARLINK-3042","PAYLOAD","U","21082N","2023-10-26 15:48:28","713024","14.98332917","0.0002436","70","275.5019","271.8827","88.2053","0","999","11739","0.00000074772","-0.00000084","0","4054421","0 STARLINK-3042","1 49142U 21082N   23299.65866566 -.00000084  00000-0  74772-6 0  9992","2 49142  70.0000 275.5019 0002436 271.8827  88.2053 14.98332917117392","2021-082N","49142","6950.184","96.107","573.742","570.356","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55742","STARLINK-5594","PAYLOAD","U","23028B","2023-10-26 15:51:19","864512","14.98335148","0.0002587","70","265.6409","290.3048","69.7833","0","999","3646","0.000030798","0.00000275","0","4054421","0 STARLINK-5594","1 55742U 23028B   23299.66064658  .00000275  00000-0  30798-4 0  9999","2 55742  70.0000 265.6409 0002587 290.3048  69.7833 14.98335148 36463","2023-028B","55742","6950.177","96.107","573.840","570.244","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55676","STARLINK-5300","PAYLOAD","U","23021BA","2023-10-26 16:00:00","999936","15.2767622","0.0003206","70","166.5878","262.2767","249.0583","0","999","605","-0.036601","-0.00909838","0","4054421","0 STARLINK-5300","1 55676U 23021BA  23299.66667824 -.00909838  00000-0 -36601-1 0  9993","2 55676  70.0000 166.5878 0003206 262.2767 249.0583 15.27676220  6052","2023-021BA","55676","6860.898","94.261","484.963","480.563","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55676","STARLINK-5300","PAYLOAD","U","23021BA","2023-10-26 16:00:00","999936","15.2767622","0.0003206","70","166.5878","262.2767","249.0583","0","999","3987","-0.036601","-0.00909838","0","4055124","0 STARLINK-5300","1 55676U 23021BA  23299.66667824 -.00909838  00000-0 -36601-1 0  9993","2 55676  70.0000 166.5878 0003206 262.2767 249.0583 15.27676220 39878","2023-021BA","55676","6860.898","94.261","484.963","480.563","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","55284","STARLINK-5337","PAYLOAD","U","23010R","2023-10-26 18:30:10","420416","14.98341028","0.0002928","70","65.0517","267.9967","92.0856","0","999","4322","0.00015284","0.00001732","0","4054421","0 STARLINK-5337","1 55284U 23010R   23299.77095394  .00001732  00000-0  15284-3 0  9995","2 55284  70.0000  65.0517 0002928 267.9967  92.0856 14.98341028 43225","2023-010R","55284","6950.159","96.106","574.059","569.989","0"
